trip_headsign	direction_id	trip_id
DOWNTOWN SEATTLE	1	18152600
DOWNTOWN SEATTLE	1	18152601
DOWNTOWN SEATTLE	1	18152602
DOWNTOWN SEATTLE	1	18152603
DOWNTOWN SEATTLE	1	18152604
DOWNTOWN SEATTLE	1	18152605
DOWNTOWN SEATTLE	1	18152606
DOWNTOWN SEATTLE	1	18152607
DOWNTOWN SEATTLE	1	18152608
DOWNTOWN SEATTLE	1	18152609
DOWNTOWN SEATTLE	1	18152610
DOWNTOWN SEATTLE	1	18152611
DOWNTOWN SEATTLE	1	18152612
DOWNTOWN SEATTLE	1	18152613
DOWNTOWN SEATTLE	1	18152614
DOWNTOWN SEATTLE	1	18152615
DOWNTOWN SEATTLE	1	18152616
DOWNTOWN SEATTLE	1	18152617
DOWNTOWN SEATTLE	1	18152618
DOWNTOWN SEATTLE	1	18152619
DOWNTOWN SEATTLE	1	18152620
DOWNTOWN SEATTLE	1	18152621
DOWNTOWN SEATTLE	1	18152622
DOWNTOWN SEATTLE	1	18152623
DOWNTOWN SEATTLE	1	18152624
DOWNTOWN SEATTLE	1	18152625
DOWNTOWN SEATTLE	1	18152626
DOWNTOWN SEATTLE	1	18152627
DOWNTOWN SEATTLE	1	18152628
DOWNTOWN SEATTLE	1	18152629
DOWNTOWN SEATTLE	1	18152630
DOWNTOWN SEATTLE	1	18152631
DOWNTOWN SEATTLE	1	18152632
DOWNTOWN SEATTLE	1	18152633
DOWNTOWN SEATTLE	1	18152634
DOWNTOWN SEATTLE	1	18152635
DOWNTOWN SEATTLE	1	18152636
DOWNTOWN SEATTLE	1	18152637
DOWNTOWN SEATTLE	1	18152638
DOWNTOWN SEATTLE	1	18152639
DOWNTOWN SEATTLE	1	18152640
DOWNTOWN SEATTLE	1	18152641
DOWNTOWN SEATTLE	1	18152642
DOWNTOWN SEATTLE	1	18152643
DOWNTOWN SEATTLE	1	18152644
DOWNTOWN SEATTLE	1	18152645
DOWNTOWN SEATTLE	1	18152646
DOWNTOWN SEATTLE	1	18152647
DOWNTOWN SEATTLE	1	18152648
DOWNTOWN SEATTLE	1	18152649
DOWNTOWN SEATTLE	1	18152650
DOWNTOWN SEATTLE	1	18152651
W QUEEN ANNE VIA SEATTLE CENTER W	0	18152652
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18152653
W QUEEN ANNE VIA SEATTLE CENTER W	0	18152654
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18152655
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18152656
W QUEEN ANNE VIA SEATTLE CENTER W	0	18152657
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18152658
W QUEEN ANNE VIA SEATTLE CENTER W	0	18152659
DOWNTOWN SEATTLE	1	18152660
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18152661
DOWNTOWN SEATTLE	1	18152662
KINNEAR VIA SEATTLE CENTER W	0	18152663
KINNEAR VIA SEATTLE CENTER W	0	18152664
DOWNTOWN SEATTLE	1	18152665
DOWNTOWN SEATTLE	1	18152666
MADRONA PARK VIA E UNION ST	0	18152667
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18152668
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18152669
MADRONA PARK VIA E UNION ST	0	18152670
DOWNTOWN SEATTLE	1	18152824
KINNEAR VIA SEATTLE CENTER W	0	18152825
KINNEAR VIA SEATTLE CENTER W	0	18152826
KINNEAR VIA SEATTLE CENTER W	0	18152827
DOWNTOWN SEATTLE	1	18152828
DOWNTOWN SEATTLE	1	18152829
DOWNTOWN SEATTLE	1	18152830
DOWNTOWN SEATTLE	1	18152831
DOWNTOWN SEATTLE	1	18152832
DOWNTOWN SEATTLE	1	18152833
KINNEAR VIA SEATTLE CENTER W	0	18152835
KINNEAR VIA SEATTLE CENTER W	0	18152836
KINNEAR VIA SEATTLE CENTER W	0	18152837
KINNEAR VIA SEATTLE CENTER W	0	18152838
KINNEAR VIA SEATTLE CENTER W	0	18152839
KINNEAR VIA SEATTLE CENTER W	0	18152840
KINNEAR VIA SEATTLE CENTER W	0	18152841
KINNEAR VIA SEATTLE CENTER W	0	18152842
DOWNTOWN SEATTLE	1	18152843
DOWNTOWN SEATTLE	1	18152844
DOWNTOWN SEATTLE	1	18152845
DOWNTOWN SEATTLE VIA RAINIER AVE S	1	18152846
DOWNTOWN SEATTLE VIA RAINIER AVE S	1	18152847
RAINIER BEACH VIA RAINIER AVE S	0	18152848
RAINIER BEACH VIA RAINIER AVE S	0	18152849
RAINIER BEACH VIA RAINIER AVE S	0	18152850
RAINIER BEACH VIA RAINIER AVE S	0	18152851
RAINIER BEACH VIA RAINIER AVE S	0	18152852
RAINIER BEACH VIA RAINIER AVE S	0	18152853
DOWNTOWN SEATTLE VIA BROADWAY	1	18152854
DOWNTOWN SEATTLE VIA RAINIER AVE S	1	18152855
DOWNTOWN SEATTLE VIA RAINIER AVE S	1	18152856
DOWNTOWN SEATTLE VIA PINE ST	1	18152857
DOWNTOWN SEATTLE VIA MADISON ST	1	18152858
DOWNTOWN SEATTLE VIA MADISON ST	1	18152859
DOWNTOWN SEATTLE VIA MADISON ST	1	18152860
CAPITOL HILL VIA 15TH AVE E	0	18152861
DOWNTOWN SEATTLE VIA MADISON ST	1	18152862
DOWNTOWN SEATTLE VIA MADISON ST	1	18152863
DOWNTOWN SEATTLE VIA MADISON ST	1	18152864
DOWNTOWN SEATTLE VIA MADISON ST	1	18152865
DOWNTOWN SEATTLE VIA MADISON ST	1	18152866
ALKI VIA ADMIRAL DISTRICT	0	18152873
ALKI VIA ADMIRAL DISTRICT	0	18152874
ROXHILL VIA 35TH AVE SW	0	18152875
ARBOR HEIGHTS - Express	0	18152876
ROXHILL VIA 35TH AVE SW	0	18152877
ARBOR HEIGHTS - Express	0	18152878
DOWNTOWN SEATTLE - Express	1	18152879
DOWNTOWN SEATTLE - Express	1	18152880
SAND POINT VIA UNIVERSITY EXPRESS	0	18152892
WEDGWOOD VIA UNIVERSITY DISTRICT - Express	0	18152893
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT	1	18152957
DOWNTOWN SEATTLE VIA 3RD AVE	1	18152959
RAINIER BEACH VIA RAINIER AVE S	0	18152964
BROADWAY	1	18153044
ATLANTIC BASE VIA BROADWAY	1	18153045
INTERLAKEN PARK VIA 19TH AVE	0	18153046
CAPITOL HILL	1	18153047
CAPITOL HILL VIA 15TH AVE E	0	18153048
CAPITOL HILL	1	18153049
CAPITOL HILL	1	18153050
CAPITOL HILL VIA 15TH AVE E	0	18153051
CAPITOL HILL	1	18153052
CAPITOL HILL	1	18153053
CAPITOL HILL VIA 15TH AVE E	0	18153054
CAPITOL HILL VIA 15TH AVE E	0	18153055
FIRST HILL VIA MADISON ST	0	18153056
CAPITOL HILL	1	18153057
CAPITOL HILL	1	18153058
CAPITOL HILL	1	18153060
CAPITOL HILL	1	18153061
CAPITOL HILL	1	18153062
N QUEEN ANNE VIA SEATTLE CENTER E	0	18153063
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18153064
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18153065
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18153066
FIRST HILL VIA MADISON ST	0	18153070
RAINIER BEACH VIA RAINIER AVE S	0	18153072
RAINIER BEACH VIA RAINIER AVE S	0	18153073
RAINIER BEACH VIA RAINIER AVE S	0	18153074
RAINIER BEACH VIA RAINIER AVE S	0	18153075
RAINIER BEACH VIA RAINIER AVE S	0	18153076
RAINIER BEACH VIA RAINIER AVE S	0	18153077
RAINIER BEACH VIA RAINIER AVE S	0	18153078
TO ROUTE 43 VIA BROADWAY	0	18153079
TO ROUTE 43 VIA BROADWAY	0	18153080
TO ROUTE 43 VIA BROADWAY	0	18153081
TO ROUTE 43 VIA BROADWAY	0	18153082
TO ROUTE 49 VIA BROADWAY	0	18153083
TO ROUTE 49 VIA BROADWAY	0	18153084
TO ROUTE 49 VIA BROADWAY	0	18153085
TO ROUTE 49 VIA BROADWAY	0	18153086
TO ROUTE 43 VIA BROADWAY	0	18153087
TO ROUTE 43 VIA BROADWAY	0	18153088
TO ROUTE 43 VIA BROADWAY	0	18153089
TO ROUTE 43 VIA BROADWAY	0	18153090
TO ROUTE 43 VIA BROADWAY	0	18153091
ATLANTIC BASE VIA BROADWAY	1	18153092
ATLANTIC BASE VIA BROADWAY	1	18153093
CAPITOL HILL VIA 15TH AVE E	0	18153094
BROADWAY	1	18153095
ATLANTIC BASE VIA BROADWAY	1	18153096
ATLANTIC BASE VIA BROADWAY	1	18153097
ATLANTIC BASE VIA BROADWAY	1	18153098
ATLANTIC BASE VIA BROADWAY	1	18153099
CAPITOL HILL	1	18153100
CAPITOL HILL	1	18153101
ATLANTIC BASE VIA BROADWAY	1	18153102
DOWNTOWN SEATTLE	1	18153105
DOWNTOWN SEATTLE	1	18153106
CAPITOL HILL	1	18153107
DOWNTOWN SEATTLE	1	18153108
DOWNTOWN SEATTLE	1	18153109
DOWNTOWN SEATTLE	1	18153110
DOWNTOWN SEATTLE	1	18153111
DOWNTOWN SEATTLE	1	18153112
MOUNT BAKER TRANSIT CENTER	1	18153113
MOUNT BAKER TRANSIT CENTER	1	18153114
MOUNT BAKER TRANSIT CENTER	1	18153115
MOUNT BAKER TRANSIT CENTER	1	18153116
MOUNT BAKER TRANSIT CENTER	1	18153117
BROADWAY	1	18153127
RAINIER BEACH VIA RAINIER AVE S	0	18153483
RAINIER BEACH VIA RAINIER AVE S	0	18153486
TO ROUTE 49 VIA BROADWAY	0	18153493
RAINIER BEACH VIA RAINIER AVE S	0	18153494
NORTH BEACH VIA BALLARD	0	18153548
DOWNTOWN SEATTLE VIA 35TH AVE SW	1	18153549
DOWNTOWN SEATTLE VIA BALLARD	1	18153551
CROWN HILL VIA BALLARD	0	18153553
DOWNTOWN SEATTLE VIA BALLARD	1	18153554
DOWNTOWN SEATTLE VIA ALASKA JUNCTION	1	18153556
DOWNTOWN SEATTLE VIA BALLARD	1	18153558
DOWNTOWN SEATTLE VIA ADMIRAL DISTRICT	1	18153559
CROWN HILL VIA BALLARD	0	18153560
DOWNTOWN SEATTLE VIA BALLARD	1	18153561
DOWNTOWN SEATTLE VIA ADMIRAL DISTRICT	1	18153562
BLUE RIDGE VIA BALLARD	0	18153563
DOWNTOWN SEATTLE VIA BALLARD	1	18153564
DOWNTOWN SEATTLE VIA ALASKA JUNCTION	1	18153566
DOWNTOWN SEATTLE VIA 35TH AVE SW	1	18153568
NORTH BEACH VIA BALLARD	0	18153569
DOWNTOWN SEATTLE VIA 35TH AVE SW	1	18153574
DOWNTOWN SEATTLE VIA BALLARD	1	18153576
DOWNTOWN SEATTLE VIA 35TH AVE SW	1	18153580
BLUE RIDGE VIA BALLARD	0	18153581
DOWNTOWN SEATTLE VIA 35TH AVE SW	1	18153583
CROWN HILL VIA BALLARD	0	18153585
DOWNTOWN SEATTLE VIA BALLARD	1	18153586
DOWNTOWN SEATTLE VIA 35TH AVE SW	1	18153587
DOWNTOWN SEATTLE VIA ADMIRAL DISTRICT	1	18153589
WHITE CENTER VIA ALASKA JUNCTION	0	18153592
WHITE CENTER VIA ALASKA JUNCTION	0	18153599
DOWNTOWN SEATTLE VIA ALASKA JUNCTION	1	18153600
NORTH BEACH VIA BALLARD	0	18153601
DOWNTOWN SEATTLE VIA BALLARD	1	18153602
DOWNTOWN SEATTLE VIA ADMIRAL DISTRICT	1	18153603
DOWNTOWN SEATTLE VIA ALASKA JUNCTION	1	18153607
BLUE RIDGE VIA BALLARD	0	18153608
DOWNTOWN SEATTLE VIA ADMIRAL DISTRICT	1	18153610
NORTH BEACH VIA BALLARD	0	18153611
DOWNTOWN SEATTLE VIA BALLARD	1	18153612
WHITE CENTER VIA ALASKA JUNCTION	0	18153613
DOWNTOWN SEATTLE VIA BALLARD	1	18153616
NORTH BEACH VIA BALLARD	0	18153618
WHITE CENTER VIA ALASKA JUNCTION	0	18153620
WEDGWOOD VIA UNIVERSITY DISTRICT	0	18153627
LAKE CITY VIA UNIVERSITY DISTRICT - Express	0	18153630
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT - Express	1	18153631
WEDGWOOD VIA UNIVERSITY DISTRICT - Express	0	18153635
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT - Express	1	18153636
LAKE CITY VIA UNIVERSITY DISTRICT - Express	0	18153639
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT - Express	1	18153640
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT	1	18153642
LAKE CITY VIA UNIVERSITY DISTRICT - Express	0	18153647
LAKE CITY VIA UNIVERSITY DISTRICT - Express	0	18153649
LAKE CITY VIA UNIVERSITY DISTRICT	0	18153654
WEDGWOOD VIA UNIVERSITY DISTRICT - Express	0	18153656
WEDGWOOD VIA UNIVERSITY DISTRICT - Express	0	18153661
LAKE CITY VIA UNIVERSITY DISTRICT	0	18153663
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT	1	18153668
WEDGWOOD VIA UNIVERSITY DISTRICT	0	18153669
BLUE RIDGE VIA BALLARD	0	18153670
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT	1	18153674
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT	1	18153675
DOWNTOWN SEATTLE VIA UNIVERSITY DISTRICT	1	18153676
ALKI VIA ADMIRAL DISTRICT	0	18155728
ROXHILL VIA 35TH AVE SW	0	18155729
ALKI VIA ADMIRAL DISTRICT	0	18155730
ARBOR HEIGHTS VIA 35TH AVE SW	0	18155731
ARBOR HEIGHTS VIA 35TH AVE SW	0	18155732
ARBOR HEIGHTS VIA 35TH AVE SW	0	18155736
ALKI VIA ADMIRAL DISTRICT	0	18155737
ALKI VIA ADMIRAL DISTRICT	0	18155738
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155895
MADRONA PARK VIA E UNION ST	0	18155896
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155899
MADRONA PARK VIA E UNION ST	0	18155900
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155902
MADRONA PARK VIA E UNION ST	0	18155903
MADRONA PARK VIA E UNION ST	0	18155905
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155906
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155908
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155910
MADRONA PARK VIA E UNION ST	0	18155911
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155913
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155915
MADRONA PARK VIA E UNION ST	0	18155916
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155918
MADRONA PARK VIA E UNION ST	0	18155920
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155921
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155923
MADRONA PARK VIA E UNION ST	0	18155925
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155926
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155928
MADRONA PARK VIA E UNION ST	0	18155930
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155931
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155933
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155935
MADRONA PARK VIA E UNION ST	0	18155936
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155938
MADRONA PARK VIA E UNION ST	0	18155940
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155941
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155943
MADRONA PARK VIA E UNION ST	0	18155945
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155946
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155948
MADRONA PARK VIA E UNION ST	0	18155950
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155951
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155954
MADRONA PARK VIA E UNION ST	0	18155955
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155957
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155959
MADRONA PARK VIA E UNION ST	0	18155961
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155962
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155964
MADRONA PARK VIA E UNION ST	0	18155965
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155967
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155969
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155971
MADRONA AND 34TH AVE VIA E CHERRY ST	0	18155973
W QUEEN ANNE VIA SEATTLE CENTER W	0	18155974
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155976
W QUEEN ANNE VIA SEATTLE CENTER W	0	18155978
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155979
W QUEEN ANNE VIA SEATTLE CENTER W	0	18155981
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155982
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155984
W QUEEN ANNE VIA SEATTLE CENTER W	0	18155986
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155987
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155989
W QUEEN ANNE VIA SEATTLE CENTER W	0	18155990
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155992
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155994
W QUEEN ANNE VIA SEATTLE CENTER W	0	18155996
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155997
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18155999
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156000
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156002
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156004
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156006
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156007
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156009
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156011
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156012
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156014
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156016
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156017
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156019
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156021
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156022
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156024
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156025
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156027
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156029
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156031
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156032
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156034
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156036
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156037
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156039
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156040
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156041
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156043
W QUEEN ANNE VIA SEATTLE CENTER W	0	18156044
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156046
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156048
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156050
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156053
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156054
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156055
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156056
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156057
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156058
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156059
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156060
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156061
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156062
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156063
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156064
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156065
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156066
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156067
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156068
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156069
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156070
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156071
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156072
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156073
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156074
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156075
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156076
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156077
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156078
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156079
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156080
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156081
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156082
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156083
DOWNTOWN SEATTLE VIA EAST JEFFERSON	1	18156084
DOWNTOWN SEATTLE	1	18156085
DOWNTOWN SEATTLE	1	18156086
DOWNTOWN SEATTLE	1	18156087
DOWNTOWN SEATTLE	1	18156088
DOWNTOWN SEATTLE	1	18156089
DOWNTOWN SEATTLE	1	18156090
DOWNTOWN SEATTLE	1	18156091
DOWNTOWN SEATTLE	1	18156092
DOWNTOWN SEATTLE	1	18156093
DOWNTOWN SEATTLE	1	18156094
DOWNTOWN SEATTLE	1	18156095
DOWNTOWN SEATTLE	1	18156096
DOWNTOWN SEATTLE	1	18156097
DOWNTOWN SEATTLE	1	18156098
DOWNTOWN SEATTLE	1	18156099
DOWNTOWN SEATTLE	1	18156100
DOWNTOWN SEATTLE	1	18156133
DOWNTOWN SEATTLE	1	18156134
DOWNTOWN SEATTLE	1	18156135
DOWNTOWN SEATTLE	1	18156136
DOWNTOWN SEATTLE	1	18156137
DOWNTOWN SEATTLE	1	18156138
DOWNTOWN SEATTLE	1	18156139
DOWNTOWN SEATTLE	1	18156140
DOWNTOWN SEATTLE	1	18156141
DOWNTOWN SEATTLE	1	18156142
DOWNTOWN SEATTLE	1	18156143
DOWNTOWN SEATTLE	1	18156144
DOWNTOWN SEATTLE	1	18156145
DOWNTOWN SEATTLE	1	18156146
DOWNTOWN SEATTLE	1	18156147
DOWNTOWN SEATTLE	1	18156148
DOWNTOWN SEATTLE	1	18156149
DOWNTOWN SEATTLE	1	18156150
DOWNTOWN SEATTLE	1	18156151
DOWNTOWN SEATTLE	1	18156152
DOWNTOWN SEATTLE	1	18156153
DOWNTOWN SEATTLE	1	18156154
DOWNTOWN SEATTLE	1	18156155
DOWNTOWN SEATTLE	1	18156156
DOWNTOWN SEATTLE	1	18156157
DOWNTOWN SEATTLE	1	18156158
DOWNTOWN SEATTLE	1	18156159
DOWNTOWN SEATTLE	1	18156160
DOWNTOWN SEATTLE	1	18156161
DOWNTOWN SEATTLE	1	18156162
DOWNTOWN SEATTLE	1	18156163
DOWNTOWN SEATTLE	1	18156164
DOWNTOWN SEATTLE	1	18156165
DOWNTOWN SEATTLE	1	18156166
DOWNTOWN SEATTLE	1	18156167
DOWNTOWN SEATTLE	1	18156168
DOWNTOWN SEATTLE	1	18156169
DOWNTOWN SEATTLE	1	18156170
DOWNTOWN SEATTLE	1	18156171
DOWNTOWN SEATTLE	1	18156172
DOWNTOWN SEATTLE	1	18156173
DOWNTOWN SEATTLE	1	18156174
DOWNTOWN SEATTLE	1	18156175
DOWNTOWN SEATTLE	1	18156176
DOWNTOWN SEATTLE	1	18156177
DOWNTOWN SEATTLE	1	18156178
DOWNTOWN SEATTLE	1	18156179
DOWNTOWN SEATTLE	1	18156180
DOWNTOWN SEATTLE	1	18156181
DOWNTOWN SEATTLE	1	18156182
DOWNTOWN SEATTLE	1	18156183
DOWNTOWN SEATTLE	1	18156184
DOWNTOWN SEATTLE	1	18156185
DOWNTOWN SEATTLE	1	18156186
DOWNTOWN SEATTLE	1	18156187
DOWNTOWN SEATTLE	1	18156188
DOWNTOWN SEATTLE	1	18156189
DOWNTOWN SEATTLE	1	18156190
DOWNTOWN SEATTLE	1	18156191
DOWNTOWN SEATTLE	1	18156192
DOWNTOWN SEATTLE	1	18156193
DOWNTOWN SEATTLE	1	18156194
DOWNTOWN SEATTLE	1	18156195
DOWNTOWN SEATTLE	1	18156196
DOWNTOWN SEATTLE	1	18156197
DOWNTOWN SEATTLE	1	18156198
DOWNTOWN SEATTLE	1	18156199
DOWNTOWN SEATTLE	1	18156200
DOWNTOWN SEATTLE	1	18156201
DOWNTOWN SEATTLE	1	18156202
DOWNTOWN SEATTLE	1	18156203
DOWNTOWN SEATTLE	1	18156204
DOWNTOWN SEATTLE	1	18156205
DOWNTOWN SEATTLE	1	18156206
DOWNTOWN SEATTLE	1	18156207
DOWNTOWN SEATTLE	1	18156208
DOWNTOWN SEATTLE	1	18156209
DOWNTOWN SEATTLE	1	18156210
DOWNTOWN SEATTLE	1	18156211
DOWNTOWN SEATTLE	1	18156212
DOWNTOWN SEATTLE	1	18156213
DOWNTOWN SEATTLE	1	18156214
SEATTLE PACIFIC UNIVERSITY VIA SEATTLE CENTER W	0	18156250
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156786
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156787
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156788
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156789
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156790
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156791
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156792
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156793
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156794
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156795
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156796
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156797
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156798
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156799
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156800
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156801
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156802
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156803
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156804
DOWNTOWN SEATTLE VIA 3RD AVE	1	18156805
