trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign
T534,08:55:00,08:55:00,755000,2,
T535,09:03:00,09:03:00,755007,1,
T535,09:10:00,09:10:00,755000,2,
T536,09:18:00,09:18:00,755007,1,
T536,09:25:00,09:25:00,755000,2,
T537,09:33:00,09:33:00,755007,1,
T537,09:40:00,09:40:00,755000,2,
T538,09:48:00,09:48:00,755007,1,
T538,09:55:00,09:55:00,755000,2,
T539,10:03:00,10:03:00,755007,1,
T539,10:10:00,10:10:00,755000,2,
T540,10:18:00,10:18:00,755007,1,
T540,10:25:00,10:25:00,755000,2,
T541,10:33:00,10:33:00,755007,1,
T541,10:40:00,10:40:00,755000,2,
T542,10:48:00,10:48:00,755007,1,
T542,10:55:00,10:55:00,755000,2,
T543,11:03:00,11:03:00,755007,1,
T543,11:10:00,11:10:00,755000,2,
T544,11:18:00,11:18:00,755007,1,
T544,11:25:00,11:25:00,755000,2,
T545,11:33:00,11:33:00,755007,1,
T545,11:40:00,11:40:00,755000,2,
T546,11:48:00,11:48:00,755007,1,
T546,11:55:00,11:55:00,755000,2,
T547,12:04:00,12:04:00,755007,1,
T547,12:11:00,12:11:00,755000,2,
T548,12:19:00,12:19:00,755007,1,
T548,12:26:00,12:26:00,755000,2,
T549,12:34:00,12:34:00,755007,1,
T549,12:41:00,12:41:00,755000,2,
T550,12:49:00,12:49:00,755007,1,
T550,12:56:00,12:56:00,755000,2,
T551,13:04:00,13:04:00,755007,1,
T551,13:11:00,13:11:00,755000,2,
T552,13:17:00,13:17:00,755007,1,
T552,13:24:00,13:24:00,755000,2,
T553,13:32:00,13:32:00,755007,1,
T553,13:39:00,13:39:00,755000,2,
T554,13:47:00,13:47:00,755007,1,
T554,13:54:00,13:54:00,755000,2,
T555,14:02:00,14:02:00,755007,1,
T555,14:09:00,14:09:00,755000,2,
T556,14:18:00,14:18:00,755007,1,
T556,14:25:00,14:25:00,755000,2,
T557,14:36:00,14:36:00,755007,1,
T557,14:43:00,14:43:00,755000,2,
T558,14:51:00,14:51:00,755007,1,
T558,14:58:00,14:58:00,755000,2,
T559,15:06:00,15:06:00,755007,1,
T559,15:13:00,15:13:00,755000,2,
T560,15:21:00,15:21:00,755007,1,
T560,15:28:00,15:28:00,755000,2,
T561,15:36:00,15:36:00,755007,1,
T561,15:43:00,15:43:00,755000,2,
T562,15:51:00,15:51:00,755007,1,
T562,15:58:00,15:58:00,755000,2,
T563,16:08:00,16:08:00,755007,1,
T563,16:15:00,16:15:00,755000,2,
T564,16:23:00,16:23:00,755007,1,
T564,16:30:00,16:30:00,755000,2,
T565,16:38:00,16:38:00,755007,1,
T565,16:45:00,16:45:00,755000,2,
T566,16:53:00,16:53:00,755007,1,
T566,17:00:00,17:00:00,755000,2,
T567,17:08:00,17:08:00,755007,1,
T567,17:15:00,17:15:00,755000,2,
T568,17:23:00,17:23:00,755007,1,
T568,17:30:00,17:30:00,755000,2,
T569,17:38:00,17:38:00,755007,1,
T569,17:45:00,17:45:00,755000,2,
T570,17:53:00,17:53:00,755007,1,
T570,18:00:00,18:00:00,755000,2,
T571,18:08:00,18:08:00,755007,1,
T571,18:15:00,18:15:00,755000,2,
T572,18:23:00,18:23:00,755007,1,
T572,18:30:00,18:30:00,755000,2,
T573,06:11:00,06:11:00,755000,1,
T573,06:18:00,06:18:00,755007,2,
T574,06:26:00,06:26:00,755000,1,
T574,06:33:00,06:33:00,755007,2,
T575,06:41:00,06:41:00,755000,1,
T575,06:48:00,06:48:00,755007,2,
T576,06:56:00,06:56:00,755000,1,
T576,07:03:00,07:03:00,755007,2,
T577,07:11:00,07:11:00,755000,1,
T577,07:18:00,07:18:00,755007,2,
T578,07:26:00,07:26:00,755000,1,
T578,07:33:00,07:33:00,755007,2,
T579,07:41:00,07:41:00,755000,1,
T579,07:48:00,07:48:00,755007,2,
T580,07:56:00,07:56:00,755000,1,
T580,08:03:00,08:03:00,755007,2,
T581,08:11:00,08:11:00,755000,1,
T581,08:18:00,08:18:00,755007,2,
T582,08:26:00,08:26:00,755000,1,
T582,08:33:00,08:33:00,755007,2,
T583,08:41:00,08:41:00,755000,1,
T583,08:48:00,08:48:00,755007,2,
T584,08:56:00,08:56:00,755000,1,
T584,09:03:00,09:03:00,755007,2,
T585,09:11:00,09:11:00,755000,1,
T585,09:18:00,09:18:00,755007,2,
T586,09:26:00,09:26:00,755000,1,
T586,09:33:00,09:33:00,755007,2,
T587,09:41:00,09:41:00,755000,1,
T587,09:48:00,09:48:00,755007,2,
T588,09:56:00,09:56:00,755000,1,
T588,10:03:00,10:03:00,755007,2,
T589,10:11:00,10:11:00,755000,1,
T589,10:18:00,10:18:00,755007,2,
T590,10:26:00,10:26:00,755000,1,
T590,10:33:00,10:33:00,755007,2,
T591,10:41:00,10:41:00,755000,1,
T591,10:48:00,10:48:00,755007,2,
T592,10:56:00,10:56:00,755000,1,
T592,11:03:00,11:03:00,755007,2,
T593,11:11:00,11:11:00,755000,1,
T593,11:18:00,11:18:00,755007,2,
T594,11:26:00,11:26:00,755000,1,
T594,11:33:00,11:33:00,755007,2,
T595,11:41:00,11:41:00,755000,1,
T595,11:48:00,11:48:00,755007,2,
T596,11:56:00,11:56:00,755000,1,
T596,12:04:00,12:04:00,755007,2,
T597,12:12:00,12:12:00,755000,1,
T597,12:19:00,12:19:00,755007,2,
T598,12:27:00,12:27:00,755000,1,
T598,12:34:00,12:34:00,755007,2,
T599,12:42:00,12:42:00,755000,1,
T599,12:49:00,12:49:00,755007,2,
T600,12:57:00,12:57:00,755000,1,
T600,13:04:00,13:04:00,755007,2,
T601,13:10:00,13:10:00,755000,1,
T601,13:17:00,13:17:00,755007,2,
T602,13:25:00,13:25:00,755000,1,
T602,13:32:00,13:32:00,755007,2,
T603,13:40:00,13:40:00,755000,1,
T603,13:47:00,13:47:00,755007,2,
T604,13:55:00,13:55:00,755000,1,
T604,14:02:00,14:02:00,755007,2,
T605,14:11:00,14:11:00,755000,1,
T605,14:18:00,14:18:00,755007,2,
T606,14:29:00,14:29:00,755000,1,
T606,14:36:00,14:36:00,755007,2,
T607,14:44:00,14:44:00,755000,1,
T607,14:51:00,14:51:00,755007,2,
T608,14:59:00,14:59:00,755000,1,
T608,15:06:00,15:06:00,755007,2,
T609,15:14:00,15:14:00,755000,1,
T609,15:21:00,15:21:00,755007,2,
T610,15:29:00,15:29:00,755000,1,
T610,15:36:00,15:36:00,755007,2,
T611,15:44:00,15:44:00,755000,1,
T611,15:51:00,15:51:00,755007,2,
T612,16:01:00,16:01:00,755000,1,
T612,16:08:00,16:08:00,755007,2,
T613,16:16:00,16:16:00,755000,1,
T613,16:23:00,16:23:00,755007,2,
T614,16:31:00,16:31:00,755000,1,
T614,16:38:00,16:38:00,755007,2,
T615,16:46:00,16:46:00,755000,1,
T615,16:53:00,16:53:00,755007,2,
T616,17:01:00,17:01:00,755000,1,
T616,17:08:00,17:08:00,755007,2,
T617,17:16:00,17:16:00,755000,1,
T617,17:23:00,17:23:00,755007,2,
T618,17:31:00,17:31:00,755000,1,
T618,17:38:00,17:38:00,755007,2,
T619,17:46:00,17:46:00,755000,1,
T619,17:53:00,17:53:00,755007,2,
T620,18:01:00,18:01:00,755000,1,
T620,18:08:00,18:08:00,755007,2,
T621,18:16:00,18:16:00,755000,1,
T621,18:23:00,18:23:00,755007,2,
T622,09:58:00,09:58:00,755000,4,E1
T622,10:04:00,10:04:00,755006,5,
T622,10:10:00,10:10:00,755000,6,Magnuson
T623,10:10:00,10:10:00,755000,1,Magnuson
T623,10:17:00,10:17:00,755008,2,
T623,10:22:00,10:22:00,755005,3,
T623,10:27:00,10:27:00,755000,4,E1
T623,10:34:00,10:34:00,755006,5,
T623,10:40:00,10:40:00,755000,6,Magnuson
T624,10:40:00,10:40:00,755000,1,Magnuson
T624,10:47:00,10:47:00,755008,2,
T624,10:52:00,10:52:00,755005,3,
T624,10:57:00,10:57:00,755000,4,E1
T624,11:04:00,11:04:00,755006,5,
T624,11:10:00,11:10:00,755000,6,Magnuson
T625,11:10:00,11:10:00,755000,1,Magnuson
T625,11:17:00,11:17:00,755008,2,
T625,11:22:00,11:22:00,755005,3,
T625,11:27:00,11:27:00,755000,4,E1
T625,11:34:00,11:34:00,755006,5,
T625,11:40:00,11:40:00,755000,6,Magnuson
T626,11:40:00,11:40:00,755000,1,Magnuson
T626,11:47:00,11:47:00,755008,2,
T626,11:52:00,11:52:00,755005,3,
T626,11:57:00,11:57:00,755000,4,E1
T626,12:04:00,12:04:00,755006,5,
T626,12:10:00,12:10:00,755000,6,Magnuson
T627,12:10:00,12:10:00,755000,1,Magnuson
T627,12:17:00,12:17:00,755008,2,
T627,12:22:00,12:22:00,755005,3,
T627,12:27:00,12:27:00,755000,4,E1
T627,12:34:00,12:34:00,755006,5,
T627,12:40:00,12:40:00,755000,6,Magnuson
T628,12:40:00,12:40:00,755000,1,Magnuson
T628,12:47:00,12:47:00,755008,2,
T628,12:52:00,12:52:00,755005,3,
T628,12:57:00,12:57:00,755000,4,E1
T628,13:04:00,13:04:00,755006,5,
T628,13:10:00,13:10:00,755000,6,Magnuson
T629,13:10:00,13:10:00,755000,1,Magnuson
T629,13:17:00,13:17:00,755008,2,
T629,13:22:00,13:22:00,755005,3,
T629,13:27:00,13:27:00,755000,4,E1
T629,13:34:00,13:34:00,755006,5,
T629,13:40:00,13:40:00,755000,6,Magnuson
T630,13:40:00,13:40:00,755000,1,Magnuson
T630,13:47:00,13:47:00,755008,2,
T630,13:52:00,13:52:00,755005,3,
T630,13:57:00,13:57:00,755000,4,E1
T630,14:04:00,14:04:00,755006,5,
T630,14:10:00,14:10:00,755000,6,Magnuson
T631,13:52:00,13:52:00,755000,1,Magnuson
T631,13:59:00,13:59:00,755008,2,
T631,14:04:00,14:04:00,755005,3,
T631,14:09:00,14:09:00,755000,4,E1
T631,14:17:00,14:17:00,755006,5,
T631,14:23:00,14:23:00,755000,6,Magnuson
T632,14:20:00,14:20:00,755000,4,E1
T632,14:26:00,14:26:00,755006,5,
T632,14:32:00,14:32:00,755000,6,Magnuson
T633,14:10:00,14:10:00,755000,1,Magnuson
T633,14:17:00,14:17:00,755008,2,
T633,14:22:00,14:22:00,755005,3,
T633,14:27:00,14:27:00,755000,4,E1
T634,14:23:00,14:23:00,755000,1,Magnuson
T634,14:30:00,14:30:00,755008,2,
T634,14:35:00,14:35:00,755005,3,
T634,14:40:00,14:40:00,755000,4,E1
T634,14:47:00,14:47:00,755006,5,
T634,14:53:00,14:53:00,755000,6,Magnuson
T635,14:32:00,14:32:00,755000,1,Magnuson
T635,14:39:00,14:39:00,755008,2,
T635,14:46:00,14:46:00,755005,3,
T635,14:51:00,14:51:00,755000,4,E1
T635,14:59:00,14:59:00,755006,5,
T636,05:45:00,05:45:00,755001,1,
T636,05:55:00,05:55:00,755000,2,
T637,06:00:00,06:00:00,755001,1,
T637,06:10:00,06:10:00,755000,2,
T638,06:15:00,06:15:00,755001,1,
T638,06:25:00,06:25:00,755000,2,
T639,06:30:00,06:30:00,755001,1,
T639,06:40:00,06:40:00,755000,2,
T640,06:45:00,06:45:00,755001,1,
T640,06:55:00,06:55:00,755000,2,
T641,07:00:00,07:00:00,755001,1,
T641,07:10:00,07:10:00,755000,2,
T642,07:15:00,07:15:00,755001,1,
T642,07:25:00,07:25:00,755000,2,
T643,07:30:00,07:30:00,755001,1,
T643,07:40:00,07:40:00,755000,2,
T644,07:45:00,07:45:00,755001,1,
T644,07:55:00,07:55:00,755000,2,
T645,08:00:00,08:00:00,755001,1,
T645,08:10:00,08:10:00,755000,2,
T646,15:50:00,15:50:00,755001,1,
T646,16:05:00,16:05:00,755000,2,
T647,16:05:00,16:05:00,755001,1,
T647,16:20:00,16:20:00,755000,2,
T648,16:20:00,16:20:00,755001,1,
T648,16:35:00,16:35:00,755000,2,
T649,16:35:00,16:35:00,755001,1,
T649,16:50:00,16:50:00,755000,2,
T650,16:50:00,16:50:00,755001,1,
T650,17:05:00,17:05:00,755000,2,
T651,17:05:00,17:05:00,755001,1,
T651,17:20:00,17:20:00,755000,2,
T652,17:20:00,17:20:00,755001,1,
T652,17:35:00,17:35:00,755000,2,
T653,17:35:00,17:35:00,755001,1,
T653,17:50:00,17:50:00,755000,2,
T654,17:50:00,17:50:00,755001,1,
T654,18:05:00,18:05:00,755000,2,
T655,18:05:00,18:05:00,755001,1,
T655,18:20:00,18:20:00,755000,2,
T656,18:20:00,18:20:00,755001,1,
T656,18:35:00,18:35:00,755000,2,
T657,18:35:00,18:35:00,755001,1,
T657,18:50:00,18:50:00,755000,2,
T658,18:50:00,18:50:00,755001,1,
T658,19:05:00,19:05:00,755000,2,
T659,05:50:00,05:50:00,755000,1,
T659,06:00:00,06:00:00,755001,2,
T660,06:05:00,06:05:00,755000,1,
T660,06:15:00,06:15:00,755001,2,
T661,06:20:00,06:20:00,755000,1,
T661,06:30:00,06:30:00,755001,2,
T662,06:35:00,06:35:00,755000,1,
T662,06:45:00,06:45:00,755001,2,
T663,06:50:00,06:50:00,755000,1,
T663,07:00:00,07:00:00,755001,2,
T664,07:05:00,07:05:00,755000,1,
T664,07:15:00,07:15:00,755001,2,
T665,07:20:00,07:20:00,755000,1,
T665,07:30:00,07:30:00,755001,2,
T666,07:35:00,07:35:00,755000,1,
T666,07:45:00,07:45:00,755001,2,
T667,07:50:00,07:50:00,755000,1,
T667,08:00:00,08:00:00,755001,2,
T668,15:35:00,15:35:00,755000,1,
T668,15:50:00,15:50:00,755001,2,
T669,15:50:00,15:50:00,755000,1,
T669,16:05:00,16:05:00,755001,2,
T670,16:05:00,16:05:00,755000,1,
T670,16:20:00,16:20:00,755001,2,
T671,16:20:00,16:20:00,755000,1,
T671,16:35:00,16:35:00,755001,2,
T672,16:35:00,16:35:00,755000,1,
T672,16:50:00,16:50:00,755001,2,
T673,16:50:00,16:50:00,755000,1,
T673,17:05:00,17:05:00,755001,2,
T674,17:05:00,17:05:00,755000,1,
T674,17:20:00,17:20:00,755001,2,
T675,17:20:00,17:20:00,755000,1,
T675,17:35:00,17:35:00,755001,2,
T676,17:35:00,17:35:00,755000,1,
T676,17:50:00,17:50:00,755001,2,
T677,17:50:00,17:50:00,755000,1,
T677,18:05:00,18:05:00,755001,2,
T678,18:05:00,18:05:00,755000,1,
T678,18:20:00,18:20:00,755001,2,
T679,18:20:00,18:20:00,755000,1,
T679,18:35:00,18:35:00,755001,2,
T680,18:35:00,18:35:00,755000,1,
T680,18:50:00,18:50:00,755001,2,
